Contract  date	time zone Strike Price	Bid	Ask	Change	% Change	Volume	Open Interest	Implied Volatility
XSP210219P00180000	2021-01-13 10:19AM EST	180.00	0.03	0.00	0.00	0.00	-	8	8	50.00%
XSP210219P00200000	2020-11-27 10:36AM EST	200.00	0.24	0.15	0.19	0.00	-	5	5	108.79%
XSP210219P00210000	2020-12-28 11:55AM EST	210.00	0.18	0.00	0.00	0.00	-	-	5	50.00%
XSP210219P00230000	2021-01-19 9:34AM EST	230.00	0.08	0.00	0.00	0.00	-	1	3	50.00%
XSP210219P00235000	2020-12-31 9:42AM EST	235.00	0.20	0.00	0.00	0.00	-	1	2	50.00%
XSP210219P00240000	2021-01-27 3:29PM EST	240.00	0.18	0.00	0.00	0.00	-	6	10	50.00%
XSP210219P00250000	2021-01-28 1:58PM EST	250.00	0.12	0.00	0.00	0.00	-	1	25	25.00%
XSP210219P00255000	2021-01-07 11:19AM EST	255.00	0.16	0.00	0.00	0.00	-	11	11	25.00%
XSP210219P00260000	2021-01-29 1:09PM EST	260.00	0.35	0.00	0.00	+0.18	+105.88%	1	52	25.00%
XSP210219P00265000	2021-01-22 12:33PM EST	265.00	0.11	0.00	0.00	0.00	-	3	1	25.00%
XSP210219P00270000	2021-01-29 1:21PM EST	270.00	0.50	0.00	0.00	+0.35	+233.33%	1	0	25.00%
XSP210219P00275000	2021-01-19 1:02PM EST	275.00	0.23	0.00	0.00	0.00	-	1,362	1,370	25.00%
XSP210219P00277000	2021-01-28 10:02AM EST	277.00	0.24	0.00	0.00	0.00	-	1	2	25.00%
XSP210219P00280000	2021-01-27 11:59AM EST	280.00	0.30	0.00	0.00	0.00	-	2	1	25.00%
XSP210219P00281000	2021-01-08 9:54AM EST	281.00	0.34	0.00	0.00	0.00	-	1	924	25.00%
XSP210219P00283000	2021-01-19 2:56PM EST	283.00	0.32	0.00	0.00	0.00	-	-	1	25.00%
XSP210219P00286000	2020-12-23 4:04PM EST	286.00	1.02	0.00	0.00	0.00	-	13	21	25.00%
XSP210219P00287000	2021-01-29 12:36PM EST	287.00	0.67	0.00	0.00	+0.67	-	1	0	25.00%
XSP210219P00290000	2021-01-28 3:37PM EST	290.00	0.42	0.00	0.00	0.00	-	-	2	25.00%
XSP210219P00291000	2021-01-07 2:08PM EST	291.00	0.50	0.00	0.00	0.00	-	-	5	25.00%
XSP210219P00294000	2021-01-19 12:10AM EST	294.00	0.39	0.00	0.00	0.00	-	-	3	25.00%
XSP210219P00295000	2021-01-27 3:09PM EST	295.00	0.92	0.00	0.00	0.00	-	1	9	25.00%
XSP210219P00296000	2021-01-14 12:40PM EST	296.00	0.50	0.00	0.00	0.00	-	1	38	25.00%
XSP210219P00299000	2020-12-31 2:23PM EST	299.00	0.84	0.00	0.00	0.00	-	2	10	25.00%
XSP210219P00300000	2021-01-29 1:18PM EST	300.00	1.24	0.00	3.50	+0.82	+195.24%	4	19,724	64.18%
XSP210219P00304000	2021-01-19 12:10AM EST	304.00	0.54	0.00	0.00	0.00	-	-	1	12.50%
XSP210219P00305000	2021-01-25 10:59AM EST	305.00	0.83	0.00	0.00	0.00	-	6	9	12.50%
XSP210219P00308000	2021-01-27 10:13AM EST	308.00	0.48	0.00	0.00	0.00	-	1	0	12.50%
XSP210219P00310000	2021-01-29 12:37PM EST	310.00	1.17	0.00	0.00	+0.70	+148.94%	6	68	12.50%
XSP210219P00311000	2021-01-19 2:53PM EST	311.00	0.63	0.00	0.00	0.00	-	-	684	12.50%
XSP210219P00312000	2021-01-11 12:33PM EST	312.00	0.81	0.00	0.00	0.00	-	5	4	12.50%
XSP210219P00315000	2021-01-19 10:26AM EST	315.00	0.76	0.00	0.00	0.00	-	1	900	12.50%
XSP210219P00316000	2020-12-31 9:59AM EST	316.00	1.48	0.00	0.00	0.00	-	12	12	12.50%
XSP210219P00317000	2021-01-11 12:33PM EST	317.00	0.96	0.00	0.00	0.00	-	5	3	12.50%
XSP210219P00318000	2021-01-13 1:55PM EST	318.00	0.78	0.00	0.00	0.00	-	11	5	12.50%
XSP210219P00319000	2021-01-29 12:49PM EST	319.00	2.25	0.00	0.00	+1.63	+262.90%	4	17,038	12.50%
XSP210219P00320000	2021-01-29 3:24PM EST	320.00	1.04	0.00	0.00	+0.58	+126.09%	5	46	12.50%
XSP210219P00321000	2020-12-18 6:10PM EST	321.00	3.81	0.00	0.00	0.00	-	-	2	12.50%
XSP210219P00324000	2021-01-11 12:30PM EST	324.00	1.22	0.00	0.00	0.00	-	5	2	12.50%
XSP210219P00325000	2021-01-29 4:05PM EST	325.00	1.80	0.00	0.00	+0.84	+87.50%	12	193	12.50%
XSP210219P00326000	2021-01-20 10:23AM EST	326.00	0.76	0.00	0.00	0.00	-	1	1	12.50%
XSP210219P00327000	2021-01-25 11:21AM EST	327.00	0.80	0.00	0.00	0.00	-	1	7	12.50%
XSP210219P00328000	2020-12-07 1:43PM EST	328.00	3.98	0.00	0.00	0.00	-	-	1	12.50%
XSP210219P00329000	2021-01-20 10:25AM EST	329.00	0.86	0.00	0.00	0.00	-	1	0	12.50%
XSP210219P00330000	2021-01-22 1:46PM EST	330.00	0.68	0.00	0.00	0.00	-	2	10	12.50%
XSP210219P00331000	2021-01-19 12:10AM EST	331.00	1.55	0.00	0.00	0.00	-	-	22	12.50%
XSP210219P00333000	2020-12-23 12:16PM EST	333.00	3.42	0.00	0.00	0.00	-	20	148	12.50%
XSP210219P00334000	2021-01-19 12:10AM EST	334.00	1.70	0.00	0.00	0.00	-	-	2	12.50%
XSP210219P00335000	2021-01-29 1:45PM EST	335.00	2.41	0.00	0.00	+1.35	+127.36%	2	7	12.50%
XSP210219P00336000	2021-01-19 12:10AM EST	336.00	1.82	0.00	0.00	0.00	-	-	1	12.50%
XSP210219P00337000	2021-01-29 12:43PM EST	337.00	3.08	0.00	0.00	+2.03	+193.33%	1	6	6.25%
XSP210219P00338000	2021-01-22 3:29PM EST	338.00	0.90	0.00	0.00	0.00	-	17	929	6.25%
XSP210219P00339000	2021-01-27 10:23AM EST	339.00	1.27	0.00	0.00	0.00	-	2	3	6.25%
XSP210219P00340000	2021-01-27 12:21PM EST	340.00	1.56	1.56	0.00	0.00	-	1	31	6.25%
XSP210219P00341000	2021-01-27 9:41AM EST	341.00	1.75	0.00	0.00	0.00	-	4	4	6.25%
XSP210219P00342000	2021-01-21 11:05AM EST	342.00	1.16	0.00	0.00	0.00	-	1	78	6.25%
XSP210219P00344000	2021-01-15 4:07PM EST	344.00	2.61	0.00	0.00	0.00	-	1	24	6.25%
XSP210219P00345000	2021-01-29 3:23PM EST	345.00	2.55	0.00	0.00	+0.98	+62.42%	5	63	6.25%
XSP210219P00346000	2021-01-27 3:56PM EST	346.00	3.23	0.00	0.00	0.00	-	3	12	6.25%
XSP210219P00347000	2021-01-28 11:22AM EST	347.00	1.92	0.00	0.00	0.00	-	1	18	6.25%
XSP210219P00348000	2021-01-15 1:28PM EST	348.00	2.72	0.00	0.00	0.00	-	4	6	6.25%
XSP210219P00349000	2021-01-25 12:24PM EST	349.00	1.91	0.00	0.00	0.00	-	2	1	6.25%
XSP210219P00350000	2021-01-29 12:37PM EST	350.00	4.85	0.00	0.00	+2.91	+150.00%	1	303	6.25%
XSP210219P00351000	2021-01-19 12:10AM EST	351.00	3.18	0.00	0.00	0.00	-	-	3	6.25%
XSP210219P00352000	2021-01-12 9:37AM EST	352.00	3.24	0.00	0.00	0.00	-	-	8	6.25%
