Contract  date	time zone Strike Price	Bid	Ask	Change	% Change	Volume	Open Interest	Implied Volatility
XSP210618P00165000	2021-01-08 3:27PM EST	165.00	0.41	0.00	0.00	0.00	-	6	11	25.00%
XSP210618P00170000	2020-08-24 9:49AM EST	170.00	1.82	1.81	1.90	0.00	-	1	1	72.93%
XSP210618P00180000	2021-01-27 12:00PM EST	180.00	0.70	0.00	0.00	0.00	-	1	9	25.00%
XSP210618P00190000	2021-01-28 11:35AM EST	190.00	0.96	0.00	0.00	+0.96	-	-	5	25.00%
XSP210618P00195000	2021-01-11 12:25PM EST	195.00	0.75	0.00	0.00	0.00	-	20	5	25.00%
XSP210618P00200000	2021-01-28 3:39PM EST	200.00	1.19	0.00	0.00	0.00	-	2	7	25.00%
XSP210618P00220000	2020-07-15 2:55PM EST	220.00	6.90	5.00	5.48	0.00	-	2	2	65.52%
XSP210618P00225000	2020-08-16 11:13PM EST	225.00	5.58	0.00	0.00	0.00	-	-	0	12.50%
XSP210618P00230000	2020-08-04 12:59PM EST	230.00	6.60	6.31	6.91	0.00	-	1	51	65.15%
XSP210618P00240000	2021-01-29 10:43AM EST	240.00	2.31	0.00	0.00	-0.02	-0.86%	2	78	12.50%
XSP210618P00245000	2020-06-19 1:36PM EST	245.00	14.74	9.79	10.33	0.00	-	21	21	66.85%
XSP210618P00250000	2021-01-21 2:42PM EST	250.00	1.81	0.00	0.00	0.00	-	1	36	12.50%
XSP210618P00260000	2021-01-27 3:14PM EST	260.00	3.21	0.00	0.00	0.00	-	2	14	12.50%
XSP210618P00265000	2021-01-29 10:22AM EST	265.00	3.45	0.00	0.00	+1.01	+41.39%	4	83	12.50%
XSP210618P00268000	2021-01-06 9:37AM EST	268.00	3.32	0.00	0.00	0.00	-	-	1	12.50%
XSP210618P00269000	2020-06-30 8:42AM EST	269.00	20.00	14.79	15.18	0.00	-	-	1	65.07%
XSP210618P00270000	2021-01-29 2:01PM EST	270.00	4.65	0.00	0.00	+1.07	+29.89%	1	75	12.50%
XSP210618P00272000	2021-01-06 9:37AM EST	272.00	3.58	0.00	0.00	0.00	-	-	1	12.50%
XSP210618P00273000	2020-06-24 2:02PM EST	273.00	22.41	15.26	15.88	0.00	-	-	17	64.14%
XSP210618P00274000	2020-08-31 1:50PM EST	274.00	10.66	11.25	11.50	0.00	-	1	51	56.01%
XSP210618P00275000	2021-01-06 9:56AM EST	275.00	3.56	0.00	0.00	0.00	-	10	7	12.50%
XSP210618P00278000	2021-01-07 11:47AM EST	278.00	3.35	0.00	0.00	0.00	-	5	0	12.50%
XSP210618P00280000	2020-10-27 12:03PM EST	280.00	11.00	0.40	10.40	0.00	-	3	3	51.47%
XSP210618P00282000	2020-06-19 10:31AM EST	282.00	22.40	17.37	17.94	0.00	-	32	32	63.21%
XSP210618P00284000	2020-11-23 9:36AM EST	284.00	6.55	0.00	0.00	0.00	-	1	45	6.25%
XSP210618P00285000	2020-12-02 11:22AM EST	285.00	5.24	0.00	0.00	0.00	-	2	0	6.25%
XSP210618P00290000	2021-01-25 10:19AM EST	290.00	3.79	0.00	0.00	0.00	-	2	60	6.25%
XSP210618P00291000	2020-07-13 8:30AM EST	291.00	20.38	14.98	15.21	0.00	-	-	1	54.65%
XSP210618P00293000	2020-12-21 12:26PM EST	293.00	6.50	2.87	3.95	0.00	-	1	22	32.79%
XSP210618P00295000	2020-12-21 2:57PM EST	295.00	6.27	3.00	4.09	0.00	-	12	54	32.43%
XSP210618P00297000	2021-01-12 3:59PM EST	297.00	4.81	0.00	0.00	0.00	-	10	51	6.25%
XSP210618P00299000	2021-01-12 10:44AM EST	299.00	5.10	0.00	0.00	0.00	-	5	7	6.25%
XSP210618P00300000	2021-01-28 4:11PM EST	300.00	6.35	5.95	0.00	0.00	-	14	52	6.25%
XSP210618P00301000	2020-12-15 1:06PM EST	301.00	7.14	0.00	7.53	0.00	-	1	19	37.34%
XSP210618P00302000	2020-11-02 12:01PM EST	302.00	17.75	0.00	0.00	0.00	-	-	10	6.25%
XSP210618P00305000	2020-11-16 1:40PM EST	305.00	9.52	0.00	0.00	0.00	-	2	71	6.25%
XSP210618P00307000	2020-08-23 11:02PM EST	307.00	19.29	0.00	0.00	0.00	-	-	0	6.25%
XSP210618P00308000	2020-08-16 11:13PM EST	308.00	18.99	18.36	18.59	0.00	-	-	10	51.72%
XSP210618P00310000	2021-01-29 3:32PM EST	310.00	8.31	0.00	0.00	+2.86	+52.48%	1	166	6.25%
XSP210618P00311000	2020-07-13 8:30AM EST	311.00	26.68	19.87	20.07	0.00	-	-	1	52.39%
XSP210618P00312000	2020-08-23 11:02PM EST	312.00	20.60	0.00	0.00	0.00	-	-	0	6.25%
XSP210618P00313000	2021-01-04 3:15PM EST	313.00	8.69	0.00	0.00	0.00	-	10	20	6.25%
XSP210618P00315000	2021-01-29 1:49PM EST	315.00	10.00	0.00	12.00	-6.93	-40.93%	1	20	38.97%
XSP210618P00317000	2020-12-29 9:30AM EST	317.00	7.74	0.00	0.00	0.00	-	-	5	6.25%
XSP210618P00319000	2021-01-22 10:18AM EST	319.00	6.52	0.00	0.00	0.00	-	2	25	6.25%
XSP210618P00320000	2021-01-29 1:11PM EST	320.00	11.25	0.00	0.00	+2.99	+36.20%	50	22	6.25%
XSP210618P00324000	2020-08-26 2:29PM EST	324.00	20.84	26.80	27.51	0.00	-	-	10	55.40%
XSP210618P00325000	2021-01-25 11:55AM EST	325.00	7.68	0.00	0.00	0.00	-	2	14	6.25%
XSP210618P00330000	2021-01-29 3:19PM EST	330.00	11.66	0.00	0.00	+2.66	+29.56%	3	10	3.13%
XSP210618P00331000	2020-11-09 12:10PM EST	331.00	14.10	0.00	0.00	0.00	-	-	10	3.13%
XSP210618P00335000	2020-12-23 9:42AM EST	335.00	12.01	8.87	8.98	0.00	-	1	1	26.15%
XSP210618P00337000	2021-01-12 10:23AM EST	337.00	10.03	0.00	0.00	0.00	-	-	1	3.13%
XSP210618P00340000	2021-01-21 10:32AM EST	340.00	9.15	0.00	0.00	0.00	-	2	3	3.13%
XSP210618P00344000	2020-12-18 12:46PM EST	344.00	13.95	0.00	0.00	0.00	-	4	79	3.13%
XSP210618P00345000	2021-01-25 11:53AM EST	345.00	11.00	0.00	0.00	0.00	-	2	5	3.13%
XSP210618P00350000	2021-01-27 3:59PM EST	350.00	16.40	0.00	0.00	0.00	-	1	128	1.56%
XSP210618P00354000	2020-09-08 8:39AM EST	354.00	39.68	31.93	32.46	0.00	-	1	0	45.61%
XSP210618P00355000	2021-01-22 10:18AM EST	355.00	12.42	0.00	0.00	0.00	-	2	15	1.56%
XSP210618P00356000	2021-01-20 12:04PM EST	356.00	12.31	0.00	0.00	0.00	-	1	0	1.56%
XSP210618P00359000	2021-01-20 10:14AM EST	359.00	13.54	0.00	0.00	0.00	-	4	6	1.56%
XSP210618P00360000	2021-01-29 12:56PM EST	360.00	20.91	0.00	0.00	+5.05	+31.84%	16	38	1.56%
XSP210618P00361000	2021-01-20 10:14AM EST	361.00	14.01	0.00	0.00	0.00	-	4	9	0.78%
XSP210618P00363000	2020-09-04 1:10PM EST	363.00	42.30	43.31	43.96	0.00	-	1	0	53.04%
XSP210618P00366000	2020-12-16 2:11PM EST	366.00	21.16	0.00	0.00	0.00	-	-	1	0.78%
XSP210618P00367000	2020-12-16 1:39PM EST	367.00	21.17	0.00	0.00	0.00	-	-	1	0.39%
XSP210618P00369000	2021-01-07 2:54PM EST	369.00	17.21	0.00	0.00	0.00	-	1	1	0.39%
XSP210618P00370000	2021-01-20 12:04PM EST	370.00	16.03	0.00	0.00	0.00	-	3	6	0.20%
XSP210618P00372000	2021-01-26 10:12AM EST	372.00	16.56	0.00	0.00	0.00	-	1	0	0.00%
XSP210618P00373000	2021-01-19 10:51AM EST	373.00	18.67	0.00	0.00	0.00	-	1	0	0.00%
XSP210618P00374000	2021-01-05 11:28AM EST	374.00	23.70	0.00	0.00	0.00	-	25	26	0.00%
XSP210618P00375000	2021-01-29 11:37AM EST	375.00	24.98	0.00	0.00	+2.66	+11.92%	1	12	0.00%
XSP210618P00380000	2021-01-20 11:17AM EST	380.00	19.41	0.00	0.00	0.00	-	5	11	0.00%
XSP210618P00385000	2020-07-02 2:32PM EST	385.00	76.40	64.39	65.54	0.00	-	5	15	62.61%
XSP210618P00390000	2020-07-09 1:21PM EST	390.00	80.00	61.74	62.65	0.00	-	6	16	56.19%
XSP210618P00395000	2020-07-16 9:49AM EST	395.00	79.40	64.65	65.81	0.00	-	6	17	56.06%
XSP210618P00400000	2020-07-16 10:24AM EST	400.00	84.40	69.02	70.14	0.00	-	1	18	57.30%
XSP210618P00405000	2020-12-24 12:58PM EST	405.00	41.30	0.00	0.00	0.00	-	1	6	0.00%
XSP210618P00410000	2020-07-16 8:40AM EST	410.00	94.00	78.07	79.12	0.00	-	-	1	59.92%
XSP210618P00420000	2020-07-16 8:40AM EST	420.00	103.60	87.41	88.42	0.00	-	5	6	62.63%
XSP210618P00425000	2020-08-03 3:00PM EST	425.00	100.01	24.35	124.35	0.00	-	4	9	98.74%
XSP210618P00435000	2020-09-03 10:26AM EST	435.00	93.41	99.98	109.98	0.00	-	-	11	69.75%
XSP210618P00440000	2020-09-03 10:26AM EST	440.00	98.09	100.78	116.78	0.00	-	-	12	69.95%
