Contract  date	time zone Strike Price	Bid	Ask	Change	% Change	Volume	Open Interest	Implied Volatility
XSP210319P00165000	2021-01-29 9:30AM EST	165.00	2.52	0.00	0.00	+2.38	+1,700.00%	1	7	50.00%
XSP210319P00170000	2020-11-03 1:38PM EST	170.00	0.88	0.00	0.00	0.00	-	-	10	50.00%
XSP210319P00175000	2021-01-06 3:41PM EST	175.00	0.22	0.00	0.00	0.00	-	1	3	50.00%
XSP210319P00180000	2020-12-23 10:02AM EST	180.00	0.24	0.07	0.10	0.00	-	12	3	75.20%
XSP210319P00185000	2021-01-29 1:17PM EST	185.00	0.34	0.00	0.00	-3.47	-91.08%	3	1	50.00%
XSP210319P00190000	2020-12-16 12:02PM EST	190.00	0.27	0.00	0.00	0.00	-	29	42	25.00%
XSP210319P00195000	2021-01-29 11:10AM EST	195.00	0.22	0.00	0.00	+0.02	+10.00%	1	25	25.00%
XSP210319P00200000	2021-01-20 9:51AM EST	200.00	0.18	0.00	0.00	0.00	-	5	70	25.00%
XSP210319P00201000	2020-11-16 12:04AM EST	201.00	0.65	0.00	0.00	0.00	-	-	2	25.00%
XSP210319P00203000	2021-01-27 2:45PM EST	203.00	0.23	0.00	0.00	0.00	-	1	0	25.00%
XSP210319P00204000	2020-12-02 10:47AM EST	204.00	0.37	0.00	0.00	0.00	-	-	0	25.00%
XSP210319P00205000	2020-12-16 12:02PM EST	205.00	0.37	0.00	0.00	0.00	-	10	19	25.00%
XSP210319P00209000	2021-01-28 12:56PM EST	209.00	0.29	0.00	0.00	+0.29	-	-	6	25.00%
XSP210319P00210000	2021-01-29 3:55PM EST	210.00	0.36	0.00	0.00	+0.16	+80.00%	8	33	25.00%
XSP210319P00212000	2020-07-09 4:05PM EST	212.00	4.20	0.00	0.00	0.00	-	-	1	25.00%
XSP210319P00215000	2020-07-09 4:05PM EST	215.00	11.41	0.00	0.00	0.00	-	2	38	25.00%
XSP210319P00217000	2020-12-15 2:43PM EST	217.00	0.50	0.00	0.67	0.00	-	-	8	67.33%
XSP210319P00218000	2020-12-28 9:33AM EST	218.00	0.40	0.22	0.29	0.00	-	-	5	64.40%
XSP210319P00220000	2020-12-16 12:02PM EST	220.00	0.49	0.00	0.00	0.00	-	10	76	25.00%
XSP210319P00221000	2021-01-06 9:45AM EST	221.00	0.35	0.00	0.00	0.00	-	1	8	25.00%
XSP210319P00223000	2020-06-24 1:21PM EST	223.00	8.57	4.85	5.12	0.00	-	-	0	107.70%
XSP210319P00224000	2020-12-29 3:06PM EST	224.00	0.50	0.00	0.00	0.00	-	20	5	25.00%
XSP210319P00225000	2020-12-23 2:13PM EST	225.00	0.53	0.00	0.00	0.00	-	1	4	25.00%
XSP210319P00226000	2020-10-23 10:25AM EST	226.00	1.93	0.00	10.00	0.00	-	1	2	105.51%
XSP210319P00230000	2021-01-04 2:00PM EST	230.00	0.57	0.00	0.00	0.00	-	1	11	25.00%
XSP210319P00232000	2020-10-19 1:06PM EST	232.00	2.29	0.00	0.00	0.00	-	-	1	25.00%
XSP210319P00234000	2021-01-28 12:09PM EST	234.00	0.41	0.00	0.00	0.00	-	2	7	25.00%
XSP210319P00235000	2020-12-17 11:28AM EST	235.00	0.63	0.00	0.00	0.00	-	-	1	25.00%
XSP210319P00240000	2021-01-28 9:38AM EST	240.00	0.50	0.00	0.00	0.00	-	30	72	25.00%
XSP210319P00242000	2021-01-07 2:07PM EST	242.00	0.45	0.00	0.00	0.00	-	-	5	25.00%
XSP210319P00243000	2020-08-17 2:14PM EST	243.00	5.03	4.10	4.61	0.00	-	1	11	89.62%
XSP210319P00244000	2020-12-16 9:39AM EST	244.00	0.91	0.00	0.00	0.00	-	-	1	25.00%
XSP210319P00245000	2021-01-27 10:44AM EST	245.00	0.41	0.00	0.00	0.00	-	1	12	25.00%
XSP210319P00246000	2020-09-01 12:56PM EST	246.00	4.91	4.34	4.47	0.00	-	1	1	87.83%
XSP210319P00248000	2021-01-19 12:10AM EST	248.00	0.42	0.00	0.00	0.00	-	-	3	25.00%
XSP210319P00250000	2021-01-28 3:44PM EST	250.00	0.66	0.00	0.00	0.00	-	16	53	25.00%
XSP210319P00253000	2020-11-12 1:17PM EST	253.00	2.21	0.00	0.00	0.00	-	1	2	25.00%
